CROWN_FIRE_SPOTTING_PERCENT_MIN,CROWN_FIRE_SPOTTING_PERCENT_MAX,ENABLE_SURFACE_FIRE_SPOTTING,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MIN,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MAX,CRITICAL_SPOTTING_FIRELINE_INTENSITY,SPOTTING_DISTRIBUTION_TYPE,MEAN_SPOTTING_DIST_MIN,MEAN_SPOTTING_DIST_MAX,NORMALIZED_SPOTTING_DIST_VARIANCE_MIN,NORMALIZED_SPOTTING_DIST_VARIANCE_MAX,SPOT_WS_EXP_LO,SPOT_WS_EXP_HI,SPOT_FLIN_EXP_LO,SPOT_FLIN_EXP_HI,NEMBERS_MIN,NEMBERS_MAX_LO,NEMBERS_MAX_HI,PIGN_MIN,PIGN_MAX,INPUT_DIR,WIND_SPEED,WIND_DIRECTION,CROWN_FIRE_MODEL,CC,CBH,CBD,CH,Run Number
0.2,0.7,.TRUE.,0.4,0.6,883.0,'LOGNORMAL',44.0,80.0,1.0,3.0,0.5,0.7,0.2,0.3,1,1,2,5.0,37.0,inputs-1000M,15.4,70.6,0,0.03,4.92,-1.05,-0.1,40
0.4,0.8,.TRUE.,0.4,0.6,1504.0,'LOGNORMAL',142.0,145.0,1.0,3.0,0.1,0.3,0.7,0.7,1,1,1,4.0,36.0,inputs-500M,11.3,-123.4,0,0.09,2.77,-6.2,-0.03,41
0.3,0.4,.TRUE.,0.3,0.6,2501.0,'LOGNORMAL',141.0,182.0,1.0,3.0,0.1,0.7,0.1,0.2,1,1,2,1.0,43.0,inputs-1000M,7.0,109.6,1,0.0,1.29,-0.03,5.68,42
0.2,0.6,.TRUE.,0.4,0.5,2133.0,'LOGNORMAL',80.0,140.0,2.0,2.0,0.1,0.4,0.3,0.5,1,1,2,42.0,63.0,inputs,9.2,189.8,0,0.09,1.62,-1.09,-0.05,43
0.4,0.6,.TRUE.,0.2,0.5,255.0,'LOGNORMAL',160.0,180.0,2.0,3.0,0.4,0.6,0.5,0.6,1,1,1,31.0,47.0,inputs-500M,14.4,-189.5,0,0.02,-1.0,-5.73,0.08,44
0.2,0.3,.TRUE.,0.5,0.6,231.0,'LOGNORMAL',30.0,152.0,1.0,3.0,0.4,0.4,0.5,0.5,1,1,2,33.0,76.0,inputs-500M,6.5,209.7,1,-0.07,-0.62,-0.54,0.03,45
0.2,0.7,.TRUE.,0.2,0.3,39.0,'LOGNORMAL',76.0,136.0,1.0,3.0,0.3,0.4,0.4,0.4,1,1,2,55.0,68.0,inputs,12.7,318.0,0,-0.06,3.86,-5.7,0.07,46
0.1,0.6,.TRUE.,0.3,0.4,695.0,'LOGNORMAL',124.0,187.0,1.0,3.0,0.4,0.6,0.5,0.6,1,1,1,64.0,76.0,inputs,19.2,255.4,1,0.01,1.49,-0.6,-0.07,47
0.5,0.6,.TRUE.,0.2,0.3,1478.0,'LOGNORMAL',146.0,177.0,1.0,3.0,0.4,0.6,0.2,0.3,1,1,1,35.0,95.0,inputs-1000M,1.6,-304.4,1,0.05,1.17,-0.06,0.52,48
0.6,0.7,.TRUE.,0.1,0.3,2741.0,'LOGNORMAL',119.0,126.0,1.0,2.0,0.2,0.3,0.1,0.5,1,1,1,8.0,84.0,inputs,14.5,195.4,0,-0.06,-1.57,-0.05,0.23,49
0.2,0.7,.TRUE.,0.1,0.2,44.0,'LOGNORMAL',97.0,189.0,1.0,2.0,0.2,0.5,0.2,0.3,2,2,2,91.0,97.0,inputs,16.0,-160.0,0,-0.0,2.94,-0.09,1.71,50
0.3,0.8,.TRUE.,0.1,0.6,2960.0,'LOGNORMAL',24.0,35.0,2.0,2.0,0.2,0.3,0.4,0.6,1,1,2,44.0,48.0,inputs,4.6,-167.5,0,0.04,-4.86,-2.45,0.05,51
0.5,0.6,.TRUE.,0.2,0.5,1432.0,'LOGNORMAL',82.0,144.0,2.0,3.0,0.2,0.5,0.6,0.6,1,1,2,33.0,48.0,inputs-500M,18.4,-79.6,1,-0.05,-2.67,-1.3,0.08,52
0.3,0.5,.TRUE.,0.2,0.3,1894.0,'LOGNORMAL',53.0,115.0,1.0,2.0,0.2,0.6,0.2,0.3,1,1,2,32.0,36.0,inputs,18.8,328.4,0,0.07,3.33,0.03,4.87,53
0.4,0.7,.TRUE.,0.2,0.2,1720.0,'LOGNORMAL',79.0,85.0,2.0,2.0,0.3,0.6,0.5,0.7,2,2,2,16.0,23.0,inputs-1000M,2.8,284.0,1,-0.03,2.89,-5.17,-0.08,54
0.1,0.7,.TRUE.,0.2,0.5,1124.0,'LOGNORMAL',52.0,152.0,1.0,2.0,0.3,0.6,0.4,0.5,1,1,1,59.0,90.0,inputs-500M,6.5,-280.4,1,0.05,-2.73,-5.65,-0.01,55
0.1,0.2,.TRUE.,0.1,0.6,2764.0,'LOGNORMAL',103.0,133.0,1.0,2.0,0.3,0.4,0.3,0.6,1,1,1,11.0,35.0,inputs-500M,11.5,-207.1,1,0.03,-1.29,0.05,4.22,56
0.1,0.2,.TRUE.,0.1,0.7,657.0,'LOGNORMAL',6.0,60.0,1.0,3.0,0.3,0.6,0.2,0.4,1,1,1,36.0,63.0,inputs-500M,13.0,-236.1,1,0.0,-1.66,0.0,4.39,57
0.2,0.8,.TRUE.,0.3,0.6,1976.0,'LOGNORMAL',39.0,68.0,2.0,3.0,0.2,0.5,0.6,0.7,1,1,1,75.0,82.0,inputs-500M,1.0,-353.1,1,0.04,4.95,-1.91,-0.07,58
0.3,0.6,.TRUE.,0.3,0.3,982.0,'LOGNORMAL',36.0,98.0,1.0,3.0,0.3,0.5,0.2,0.5,1,1,2,34.0,37.0,inputs,16.2,-320.8,0,-0.03,1.23,-0.24,-0.02,59
0.1,0.7,.TRUE.,0.5,0.6,2068.0,'LOGNORMAL',9.0,85.0,1.0,2.0,0.4,0.5,0.3,0.5,2,2,2,27.0,69.0,inputs,11.5,-281.4,0,0.1,-1.41,0.1,0.76,60
0.4,0.6,.TRUE.,0.2,0.5,1648.0,'LOGNORMAL',126.0,131.0,2.0,2.0,0.3,0.5,0.3,0.5,1,1,1,63.0,94.0,inputs,6.1,28.3,0,0.02,-3.1,-3.08,-0.06,61
0.4,0.7,.TRUE.,0.5,0.5,327.0,'LOGNORMAL',38.0,156.0,2.0,3.0,0.6,0.7,0.4,0.4,2,2,2,11.0,27.0,inputs,4.8,-99.2,0,-0.03,1.36,-4.91,-0.01,62
0.2,0.7,.TRUE.,0.4,0.6,1610.0,'LOGNORMAL',153.0,193.0,1.0,2.0,0.3,0.4,0.5,0.5,1,1,2,10.0,84.0,inputs-500M,9.5,-129.1,1,-0.09,-1.16,-3.19,0.06,63
0.1,0.6,.TRUE.,0.2,0.4,414.0,'LOGNORMAL',13.0,137.0,2.0,2.0,0.6,0.7,0.4,0.5,1,1,2,34.0,96.0,inputs-500M,8.0,66.5,0,-0.08,-0.32,0.08,1.48,64
0.2,0.5,.TRUE.,0.2,0.5,1482.0,'LOGNORMAL',108.0,133.0,1.0,2.0,0.7,0.7,0.1,0.5,1,1,2,14.0,29.0,inputs,11.7,-106.2,0,0.09,4.72,-6.61,-0.09,65
0.4,0.5,.TRUE.,0.2,0.2,376.0,'LOGNORMAL',96.0,175.0,1.0,3.0,0.2,0.3,0.5,0.7,1,1,2,5.0,91.0,inputs-1000M,9.8,261.6,1,0.02,3.14,-2.39,0.01,66
0.3,0.4,.TRUE.,0.3,0.4,462.0,'LOGNORMAL',21.0,188.0,1.0,3.0,0.1,0.2,0.5,0.5,1,1,2,16.0,39.0,inputs-500M,12.3,-173.7,0,-0.03,4.19,-4.59,-0.04,67
0.1,0.7,.TRUE.,0.2,0.6,2484.0,'LOGNORMAL',71.0,95.0,1.0,3.0,0.3,0.5,0.4,0.4,1,1,2,64.0,64.0,inputs-1000M,11.8,-209.1,0,0.05,4.47,-0.04,1.76,68
0.3,0.5,.TRUE.,0.2,0.7,1103.0,'LOGNORMAL',151.0,195.0,2.0,2.0,0.3,0.4,0.1,0.3,1,1,2,56.0,71.0,inputs,3.6,115.9,1,-0.06,-4.21,-1.14,-0.02,69
0.5,0.7,.TRUE.,0.4,0.5,1844.0,'LOGNORMAL',159.0,176.0,1.0,3.0,0.1,0.7,0.3,0.5,2,2,2,5.0,47.0,inputs-500M,13.6,50.0,0,-0.02,2.96,-6.55,0.01,70
0.3,0.8,.TRUE.,0.2,0.3,1413.0,'LOGNORMAL',22.0,190.0,2.0,2.0,0.4,0.6,0.5,0.7,1,1,1,74.0,99.0,inputs-500M,17.7,-48.4,1,0.01,2.3,-2.84,0.05,71
0.1,0.6,.TRUE.,0.5,0.6,1038.0,'LOGNORMAL',65.0,200.0,1.0,3.0,0.2,0.4,0.2,0.3,1,1,2,29.0,29.0,inputs-500M,1.4,280.4,0,0.03,4.68,-0.09,2.45,72
0.3,0.6,.TRUE.,0.2,0.3,1422.0,'LOGNORMAL',18.0,18.0,2.0,3.0,0.2,0.7,0.2,0.2,1,1,2,20.0,89.0,inputs-1000M,6.6,-302.1,0,0.08,3.68,-0.07,1.57,73
0.3,0.5,.TRUE.,0.3,0.5,1997.0,'LOGNORMAL',103.0,158.0,2.0,3.0,0.3,0.4,0.3,0.7,2,2,2,49.0,66.0,inputs-1000M,19.2,-327.0,0,0.06,-2.99,-6.59,0.01,74
0.5,0.6,.TRUE.,0.6,0.6,802.0,'LOGNORMAL',96.0,97.0,1.0,2.0,0.3,0.5,0.2,0.6,1,1,2,8.0,26.0,inputs-1000M,2.8,-156.7,0,-0.01,3.44,-6.92,0.01,75
0.6,0.8,.TRUE.,0.2,0.4,209.0,'LOGNORMAL',83.0,191.0,2.0,3.0,0.5,0.7,0.3,0.6,1,1,2,48.0,97.0,inputs-500M,12.7,14.0,1,-0.01,-4.83,-1.65,0.08,76
0.2,0.7,.TRUE.,0.1,0.5,1832.0,'LOGNORMAL',13.0,117.0,1.0,3.0,0.1,0.6,0.2,0.6,1,1,2,36.0,59.0,inputs-500M,15.5,322.8,1,0.04,2.35,-0.07,2.06,77
0.2,0.5,.TRUE.,0.2,0.7,228.0,'LOGNORMAL',37.0,157.0,1.0,3.0,0.3,0.5,0.2,0.4,1,1,2,5.0,40.0,inputs,0.5,178.1,0,-0.01,-3.34,-5.6,-0.09,78
0.6,0.8,.TRUE.,0.4,0.6,1305.0,'LOGNORMAL',21.0,99.0,2.0,2.0,0.3,0.6,0.5,0.7,1,1,2,17.0,72.0,inputs-1000M,17.4,-265.6,0,-0.03,-0.22,-0.07,1.57,79
0.2,0.4,.TRUE.,0.2,0.3,305.0,'LOGNORMAL',129.0,134.0,1.0,3.0,0.6,0.7,0.2,0.6,1,1,2,73.0,98.0,inputs-1000M,18.7,234.6,1,-0.02,-4.57,-0.02,6.53,80
0.1,0.7,.TRUE.,0.1,0.3,1492.0,'LOGNORMAL',123.0,166.0,1.0,2.0,0.2,0.6,0.3,0.5,1,1,2,37.0,96.0,inputs-1000M,0.4,159.1,1,-0.05,-4.05,0.01,0.03,81
0.2,0.3,.TRUE.,0.2,0.6,1221.0,'LOGNORMAL',101.0,138.0,1.0,3.0,0.4,0.5,0.5,0.5,1,1,2,75.0,87.0,inputs-500M,8.2,-279.3,0,0.07,5.0,-0.06,4.45,82
0.4,0.8,.TRUE.,0.1,0.2,2691.0,'LOGNORMAL',147.0,150.0,1.0,3.0,0.1,0.3,0.2,0.3,1,1,2,6.0,8.0,inputs,10.6,-102.3,0,0.02,3.94,0.06,0.43,83
0.3,0.7,.TRUE.,0.2,0.5,595.0,'LOGNORMAL',1.0,110.0,1.0,2.0,0.2,0.2,0.3,0.7,1,1,2,6.0,60.0,inputs-500M,7.2,-307.2,0,0.01,0.15,0.1,2.23,84
0.3,0.5,.TRUE.,0.3,0.4,252.0,'LOGNORMAL',55.0,170.0,2.0,2.0,0.2,0.6,0.4,0.5,2,2,2,56.0,74.0,inputs,3.4,-163.9,1,-0.02,-0.86,-1.75,0.04,85
0.6,0.7,.TRUE.,0.3,0.7,1211.0,'LOGNORMAL',77.0,198.0,2.0,3.0,0.3,0.5,0.2,0.3,1,1,2,13.0,85.0,inputs-500M,0.0,123.0,1,-0.06,4.05,-0.02,6.88,86
0.2,0.5,.TRUE.,0.2,0.4,1898.0,'LOGNORMAL',18.0,147.0,1.0,3.0,0.5,0.5,0.5,0.6,2,2,2,24.0,65.0,inputs-500M,3.5,232.6,0,0.03,0.09,-0.09,5.52,87
0.3,0.5,.TRUE.,0.1,0.5,486.0,'LOGNORMAL',12.0,189.0,1.0,3.0,0.2,0.4,0.4,0.6,1,1,2,17.0,47.0,inputs-1000M,10.4,133.3,0,0.1,0.65,0.01,6.5,88
0.4,0.5,.TRUE.,0.2,0.2,1498.0,'LOGNORMAL',2.0,6.0,1.0,2.0,0.3,0.3,0.5,0.5,2,2,2,22.0,66.0,inputs-1000M,18.5,-310.7,1,0.03,-3.14,0.02,5.97,89
0.3,0.5,.TRUE.,0.5,0.6,1015.0,'LOGNORMAL',54.0,64.0,2.0,3.0,0.2,0.5,0.1,0.4,2,2,2,41.0,54.0,inputs,15.8,-179.0,1,0.07,3.91,-5.9,0.02,90
0.3,0.5,.TRUE.,0.4,0.5,2735.0,'LOGNORMAL',144.0,183.0,2.0,3.0,0.1,0.1,0.3,0.4,1,1,1,59.0,81.0,inputs-500M,17.2,-155.8,1,0.06,2.35,-0.08,4.3,91
0.2,0.3,.TRUE.,0.1,0.6,1242.0,'LOGNORMAL',106.0,110.0,1.0,3.0,0.2,0.5,0.1,0.3,1,1,2,9.0,40.0,inputs,8.2,-191.7,0,0.03,2.51,-3.43,0.03,92
0.3,0.7,.TRUE.,0.2,0.7,616.0,'LOGNORMAL',139.0,167.0,1.0,2.0,0.1,0.4,0.3,0.5,1,1,1,13.0,84.0,inputs-1000M,1.0,71.8,1,-0.03,2.21,-0.02,5.35,93
0.1,0.7,.TRUE.,0.3,0.6,1338.0,'LOGNORMAL',68.0,146.0,2.0,2.0,0.1,0.6,0.2,0.3,1,1,1,46.0,75.0,inputs-1000M,3.1,30.1,1,-0.07,3.81,-0.02,4.64,94
0.2,0.6,.TRUE.,0.1,0.3,2901.0,'LOGNORMAL',4.0,178.0,2.0,2.0,0.1,0.2,0.4,0.7,1,1,2,4.0,45.0,inputs,0.2,-113.4,0,-0.08,-1.44,-0.02,0.06,95
0.3,0.5,.TRUE.,0.1,0.5,748.0,'LOGNORMAL',21.0,190.0,1.0,2.0,0.3,0.6,0.2,0.3,1,1,2,2.0,82.0,inputs-500M,4.6,-112.4,1,0.1,1.54,-2.41,0.04,96
0.2,0.4,.TRUE.,0.2,0.4,540.0,'LOGNORMAL',3.0,31.0,1.0,2.0,0.4,0.7,0.5,0.7,1,1,2,8.0,37.0,inputs-1000M,0.9,185.3,0,0.1,-0.78,-5.43,-0.06,97
0.7,0.7,.TRUE.,0.4,0.6,2306.0,'LOGNORMAL',79.0,197.0,2.0,3.0,0.5,0.6,0.2,0.3,1,1,2,44.0,47.0,inputs-500M,6.3,-299.7,0,-0.02,-2.32,0.09,0.74,98
0.2,0.7,.TRUE.,0.2,0.3,474.0,'LOGNORMAL',63.0,117.0,1.0,3.0,0.5,0.6,0.1,0.2,1,1,2,24.0,81.0,inputs-500M,10.8,94.3,0,0.01,-1.49,0.09,1.03,99
0.3,0.6,.TRUE.,0.3,0.5,2796.0,'LOGNORMAL',39.0,73.0,1.0,3.0,0.3,0.5,0.2,0.3,1,1,1,86.0,86.0,inputs-1000M,13.5,-72.5,0,-0.09,-0.33,-0.1,-0.08,100
0.4,0.7,.TRUE.,0.4,0.6,2580.0,'LOGNORMAL',52.0,201.0,2.0,2.0,0.3,0.5,0.1,0.6,1,1,1,53.0,99.0,inputs-500M,8.5,-349.8,1,-0.07,-3.11,-1.85,0.06,101
0.2,0.3,.TRUE.,0.6,0.6,1598.0,'LOGNORMAL',72.0,135.0,2.0,2.0,0.4,0.5,0.4,0.6,1,1,2,7.0,82.0,inputs,17.9,313.0,0,0.1,3.07,-0.08,1.49,102
0.4,0.7,.TRUE.,0.5,0.5,1310.0,'LOGNORMAL',26.0,142.0,1.0,3.0,0.3,0.5,0.3,0.4,1,1,2,38.0,40.0,inputs-1000M,9.9,-152.2,1,-0.09,0.99,-0.04,2.73,103
0.1,0.7,.TRUE.,0.3,0.7,2444.0,'LOGNORMAL',18.0,178.0,1.0,3.0,0.2,0.5,0.1,0.6,1,1,2,11.0,14.0,inputs,15.3,48.7,0,0.07,0.02,0.02,6.07,104
0.1,0.7,.TRUE.,0.4,0.7,2020.0,'LOGNORMAL',40.0,46.0,2.0,2.0,0.3,0.5,0.5,0.7,1,1,2,14.0,19.0,inputs-500M,5.7,-37.6,0,-0.05,4.26,0.08,3.55,105
0.1,0.8,.TRUE.,0.7,0.7,1164.0,'LOGNORMAL',118.0,170.0,2.0,2.0,0.1,0.5,0.5,0.7,1,1,2,85.0,97.0,inputs,9.6,-233.3,1,0.08,-4.47,-0.01,2.81,106
0.3,0.4,.TRUE.,0.2,0.6,1201.0,'LOGNORMAL',20.0,177.0,2.0,3.0,0.3,0.6,0.3,0.6,1,1,2,51.0,86.0,inputs,0.6,308.9,0,-0.02,4.33,-1.12,-0.03,107
0.3,0.7,.TRUE.,0.5,0.6,2195.0,'LOGNORMAL',134.0,155.0,2.0,2.0,0.4,0.5,0.4,0.4,1,1,2,51.0,92.0,inputs-500M,7.4,-22.9,0,-0.01,2.57,0.0,2.38,108
