Description,INPUTS,WIND_CONFIG,ENABLE_SPOTTING,CROWN_FIRE_MODEL,Wall clock time,Day 1 Fire Area,Day 2 Fire Area,Day 3 Fire Area,Day 4 Fire Area,Day 5 Fire Area,Day 6 Fire Area,Day 7 Fire Area,Day 8 Fire Area,Day 1 VIIRS Area,Day 2 VIIRS Area,Day 3 VIIRS Area,Day 4 VIIRS Area,Day 5 VIIRS Area,Day 6 VIIRS Area,Day 7 VIIRS Area,Day 8 VIIRS Area,Day 1 IOU,Day 2 IOU,Day 3 IOU,Day 4 IOU,Day 5 IOU,Day 6 IOU,Day 7 IOU,Day 8 IOU,Comments on anything interesting
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_SPOTTING_CONFIG=high_time_of_arrival_0000001_0347508.tif,SPOTTING=.TRUE.,,high,0,Value to be filled,0.0,3.9915,13.1868,22.6791,36.7344,63.2691,124.911,191.0457,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.12206391990758568,0.1010168921758131,0.1398039530772939,0.18046746535118627,0.25538508433245277,0.3078730504665259,0.32744658855961406,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_SPOTTING_CONFIG=low_time_of_arrival_0000001_0347447.tif,SPOTTING=.TRUE.,,low,0,Value to be filled,0.0,2.7279,10.0152,18.2997,29.8422,45.4446,60.1245,76.5243,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.09108452335005789,0.07703991224369251,0.11669921875,0.14508414526129318,0.19947437582128777,0.2243700109563312,0.27859001837109615,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_SPOTTING_CONFIG=low_time_of_arrival_0000001_0347476.tif,SPOTTING=.TRUE.,,low,0,Value to be filled,0.0,3.6612,12.2535,21.033,34.3476,49.0878,62.4825,76.7889,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.11634980988593156,0.08454810495626822,0.12016618728028124,0.15591585309158532,0.20733038731479075,0.22967084273597385,0.27174615238457156,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_SPOTTING_CONFIG=low_time_of_arrival_0000001_0347502.tif,SPOTTING=.TRUE.,,low,0,Value to be filled,0.0,2.7972,10.2483,18.4896,30.3597,45.6696,59.751,77.2137,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.09108452335005789,0.07890961262553801,0.11844676001302508,0.14862710363153234,0.20092524445379034,0.2231961183283769,0.2791736673285474,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_SPOTTING_CONFIG=medium_time_of_arrival_0000001_0347466.tif,SPOTTING=.TRUE.,,medium,0,Value to be filled,0.0,3.852,12.5208,21.9834,35.5428,54.3942,85.5828,144.6858,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.12307098765432099,0.09694778441099806,0.1336227689339122,0.17859038631672072,0.23685170706280947,0.2834321537822425,0.3367436707829657,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_SPOTTING_CONFIG=medium_time_of_arrival_0000001_0347469.tif,SPOTTING=.TRUE.,,medium,0,Value to be filled,0.0,2.9862,12.0663,23.3721,39.5046,71.4186,131.1489,192.9996,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.09725974527209572,0.09401637268967845,0.15606701366297984,0.19810599376507265,0.27745434641986366,0.321039311624768,0.3358958855201405,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_time_of_arrival_0000001_0347431.tif,SPOTTING=.TRUE.,,.TRUE.,0,Value to be filled,0.0,4.0473,15.1452,29.0151,53.9946,104.1903,153.2259,199.1331,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.1272449369507069,0.11628689144875137,0.1726363851058805,0.23836294130874747,0.2925468839211208,0.3266592035822805,0.338492233148069,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_time_of_arrival_0000001_0347445.tif,SPOTTING=.TRUE.,,.TRUE.,0,Value to be filled,0.0,4.5171,16.2765,29.7711,49.131,89.0919,144.9522,190.9881,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.13778625954198473,0.12604900973481034,0.1761243230515658,0.23055667491796672,0.30475114187502944,0.33577195584116,0.3524196636328827,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_time_of_arrival_0000001_0347455.tif,SPOTTING=.TRUE.,,.TRUE.,0,Value to be filled,0.0,2.9394,11.6199,21.1437,34.0587,51.1227,76.0383,127.2294,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.0953299884214589,0.0895673441848697,0.13561244329228775,0.16945952324758085,0.22589618432792735,0.2723159034653465,0.3358104174514571,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_time_of_arrival_0000001_0347460.tif,SPOTTING=.TRUE.,,.TRUE.,0,Value to be filled,0.0,3.8223,12.7953,23.9256,40.3677,66.1338,117.7551,169.4169,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.12504824392126593,0.10100413467217956,0.15943794671864847,0.20509945110074956,0.289885782210967,0.327078032230704,0.35953057211523454,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_time_of_arrival_0000001_0347490.tif,SPOTTING=.TRUE.,,.TRUE.,0,Value to be filled,0.0,3.4875,12.8151,23.5908,38.1123,58.1724,95.4135,150.1983,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.10644041650597763,0.09971366009769243,0.15050032278889605,0.191162626500353,0.255919238174533,0.2929575391861064,0.33804176453553847,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_SPOTTING_CONFIG=high_time_of_arrival_0000001_0347430.tif,SPOTTING=.TRUE.,,high,2,Value to be filled,0.0,3.6333,11.4651,21.3804,36.729,67.7178,140.8383,211.3533,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.1146275569278271,0.090401218892839,0.14494409532359423,0.19298036882807854,0.2797956292998786,0.30439713554324227,0.3073316627596799,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_SPOTTING_CONFIG=high_time_of_arrival_0000001_0347455.tif,SPOTTING=.TRUE.,,high,2,Value to be filled,0.0,3.8061,11.6748,22.0716,37.5237,81.432,151.4025,218.6847,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.12234658433037437,0.09260199762993059,0.14737698251321676,0.1957502374169041,0.27687713310580203,0.3042930882538084,0.30594405594405594,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_SPOTTING_CONFIG=low_time_of_arrival_0000001_0347456.tif,SPOTTING=.TRUE.,,low,2,Value to be filled,0.0,2.9466,9.8487,17.8821,29.2914,45.0396,62.2953,99.135,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.09648784253184099,0.07618080243778567,0.11762781186094069,0.15134716261325704,0.21911859318035598,0.2391895620639363,0.3048824856290475,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_SPOTTING_CONFIG=low_time_of_arrival_0000001_0347469.tif,SPOTTING=.TRUE.,,low,2,Value to be filled,0.0,3.0195,10.0098,18.1314,29.8017,45.4671,80.199,132.1362,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.09841759938247781,0.07795835449466734,0.1189892051030422,0.1539928486293206,0.22065048491668007,0.25587251475175704,0.31469298245614036,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_SPOTTING_CONFIG=medium_time_of_arrival_0000001_0347425.tif,SPOTTING=.TRUE.,,medium,2,Value to be filled,0.0,4.2849,14.5197,25.4286,40.4127,82.7028,157.1904,221.4072,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.1339251254341953,0.11438927758577089,0.1611401043757527,0.2098677998111426,0.2932761087267525,0.30521329948609993,0.30941869993920007,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_SPOTTING_CONFIG=medium_time_of_arrival_0000001_0347461.tif,SPOTTING=.TRUE.,,medium,2,Value to be filled,0.0,3.2715,11.3328,22.0599,37.1619,73.0665,149.6358,224.5239,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.10536472404477036,0.08827014218009478,0.14784377542717655,0.1938509021842355,0.27892398815399805,0.3077044821473791,0.30262267783733154,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_time_of_arrival_0000001_0347446.tif,SPOTTING=.TRUE.,,.TRUE.,2,Value to be filled,0.0,3.6918,11.8836,22.6935,37.8288,73.5327,141.1488,200.7702,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.11539945966808182,0.09298587020898554,0.1521756811712078,0.19834956067442414,0.28248643315244204,0.31252246071416906,0.3250519341979676,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_time_of_arrival_0000001_0347450.tif,SPOTTING=.TRUE.,,.TRUE.,2,Value to be filled,0.0,3.1725,10.7586,19.6218,30.3786,49.5315,81.3069,142.1946,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.10073330760324199,0.08309358605517007,0.12451267056530214,0.15799499940469103,0.23254208486007116,0.28232280755409433,0.327810033270272,None
ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_time_of_arrival_0000001_0347459.tif,SPOTTING=.TRUE.,,.TRUE.,2,Value to be filled,0.0,3.6108,11.241,20.6154,35.5824,67.0743,134.8776,196.3413,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.11689814814814815,0.08800135386698257,0.13541242569823303,0.1862511893434824,0.2633637548891786,0.29378346610944234,0.31098962713765066,None
inputs_ENABLE_SPOTTING=.FALSE._CROWN_FIRE_MODEL=0_time_of_arrival_0000001_0347472.tif,ENABLE,,.FALSE.,0,Value to be filled,0.0,2.8026,10.0521,18.3933,30.0897,45.4536,59.112,71.7318,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.09147047472018525,0.07781904118838623,0.11705331705331705,0.14699108250162404,0.1998001998001998,0.22146994364433312,0.26192116341370075,None
inputs_ENABLE_SPOTTING=.FALSE._CROWN_FIRE_MODEL=2_time_of_arrival_0000001_0347467.tif,ENABLE,,.FALSE.,2,Value to be filled,0.0,3.2112,10.3842,18.9135,30.9339,45.4815,60.9291,81.7245,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.10841049382716049,0.08092094125613679,0.12426470588235294,0.16094829640219205,0.22228770425930885,0.23570443349753695,0.29812547819433816,None
inputs_ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_SPOTTING_CONFIG=high_time_of_arrival_0000001_0347485.tif,ENABLE,,high,0,Value to be filled,0.0,3.0735,12.7062,23.769,40.2534,80.1423,141.7158,199.1943,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.09687379390196835,0.10007594295840014,0.1558852140077821,0.2022842340751207,0.27074713463641986,0.3094990240728692,0.3274261365239721,None
inputs_ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_SPOTTING_CONFIG=low_time_of_arrival_0000001_0347498.tif,ENABLE,,low,0,Value to be filled,0.0,3.1608,12.3507,23.1777,36.6255,55.0215,85.4928,133.2063,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.10459282130451564,0.09620253164556962,0.15295452703250384,0.18627161659682465,0.24790004199916002,0.28251104148578765,0.3432247988320375,None
inputs_ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_SPOTTING_CONFIG=medium_time_of_arrival_0000001_0347436.tif,ENABLE,,medium,0,Value to be filled,0.0,4.0536,12.5478,23.6106,40.3947,64.9332,118.7676,175.6809,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.1339251254341953,0.0984727027255084,0.1543450064850843,0.20646912997284855,0.2848425298650256,0.3232900736583655,0.3525278753627616,None
inputs_ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_SPOTTING_CONFIG=high_time_of_arrival_0000001_0347425.tif,ENABLE,,high,2,Value to be filled,0.0,3.9861,12.5919,23.9013,42.714,102.7602,183.3606,258.4143,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.12504824392126593,0.09993230665087155,0.15853362466618112,0.21282305583104835,0.2649532309276581,0.2894406033940918,0.2823369435564674,None
inputs_ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_SPOTTING_CONFIG=low_time_of_arrival_0000001_0347451.tif,ENABLE,,low,2,Value to be filled,0.0,3.1446,10.6938,20.0817,33.7887,54.6399,91.728,145.2861,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.09841759938247781,0.08360836083608361,0.13458081385847362,0.17774997020617328,0.26471845282615664,0.3022627490712597,0.34246890077789083,None
inputs_ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_SPOTTING_CONFIG=medium_time_of_arrival_0000001_0347431.tif,ENABLE,,medium,2,Value to be filled,0.0,4.4811,14.5953,24.8364,44.1585,97.5375,173.6091,248.0868,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.12856599467478128,0.10699933020763563,0.15400032066698732,0.22096284178546388,0.2793459476226348,0.3024908923970026,0.2948305105577542,None
inputs_wn_ENABLE_SPOTTING=.FALSE._CROWN_FIRE_MODEL=0_time_of_arrival_0000001_0347517.tif,wn,,.FALSE.,0,Value to be filled,0.0,4.2633,12.9132,22.3704,36.8262,51.1488,64.4157,78.0219,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.1290566037735849,0.08277681589578696,0.11303118372476632,0.14763801935116677,0.20106497363166248,0.22587963853105172,0.2603559144608943,None
inputs_wn_ENABLE_SPOTTING=.FALSE._CROWN_FIRE_MODEL=2_time_of_arrival_0000001_0347513.tif,wn,,.FALSE.,2,Value to be filled,0.0,5.9634,19.4067,33.9165,47.9646,61.5915,76.4028,89.4762,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.1699561403508772,0.08442571785268414,0.1031229900664618,0.16230451781059949,0.20954581203303185,0.23727296460672062,0.26221051872159296,None
inputs_wn_ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_SPOTTING_CONFIG=high_time_of_arrival_0000001_0347528.tif,wn,,high,0,Value to be filled,0.0,6.5475,33.3369,70.2144,100.791,128.3625,166.2237,209.8827,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.14125874125874127,0.14386740331491712,0.2015351550506601,0.28485990110666354,0.32619521912350596,0.33620209274967494,0.36040580526983235,None
inputs_wn_ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_SPOTTING_CONFIG=low_time_of_arrival_0000001_0347461.tif,wn,,low,0,Value to be filled,0.0,4.446,16.6014,30.3813,46.3743,63.6525,83.2977,102.2625,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.13275667544189546,0.08686254102954127,0.1107345465261917,0.16141710792073802,0.20936104097883085,0.2356127531173883,0.2644387436732996,None
inputs_wn_ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=0_SPOTTING_CONFIG=medium_time_of_arrival_0000001_0347525.tif,wn,,medium,0,Value to be filled,0.0,3.8367,14.8194,34.4664,56.8998,81.8433,106.7742,129.5739,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.12697191227395152,0.0896372214088173,0.11366229321163719,0.16783616612090024,0.2310680499063114,0.24764367620538297,0.2680484918273998,None
inputs_wn_ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_SPOTTING_CONFIG=high_time_of_arrival_0000001_0347492.tif,wn,,high,2,Value to be filled,0.0,10.2816,40.4883,70.6158,103.1589,127.1691,150.363,173.5146,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.1510683117664761,0.11028062784534892,0.1504962054874489,0.2039462272333044,0.2524086281546203,0.25918989941704174,0.26996446339729924,None
inputs_wn_ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_SPOTTING_CONFIG=low_time_of_arrival_0000001_0347555.tif,wn,,low,2,Value to be filled,0.0,6.9507,24.5853,39.2931,54.8766,68.5503,86.3811,101.6937,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.16649104320337196,0.08261194029850746,0.10151587900404692,0.16326102902651157,0.21471543162719633,0.23527298850574713,0.2569921026313067,None
inputs_wn_ENABLE_SPOTTING=.TRUE._CROWN_FIRE_MODEL=2_SPOTTING_CONFIG=medium_time_of_arrival_0000001_0347453.tif,wn,,medium,2,Value to be filled,0.0,8.2935,39.6486,68.2812,92.9052,116.6841,141.5043,169.4556,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.18639455782312925,0.14583185274678417,0.19007450280155164,0.26189906720880174,0.29889516741165556,0.28695238095238096,0.3109364258600592,None
inputs_6km_WIND=PERTURBED_SPOTTING=.TRUE.__SPOTTING_CONFIG=medium_CROWN_FIRE_MODEL=0_time_of_arrival_0000001_0347560.tif,6km,PERTURBED,medium,0,Value to be filled,0.0,3.7215,60.48,150.6951,315.6975,704.9934,1193.0454,1672.9542,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.1325626204238921,0.3663485383632675,0.3916719925274077,0.3286766440384767,0.21615642799023596,0.18988589497922137,0.1562623737508052,None
inputs_6km_WIND=PERTURBED_SPOTTING=.TRUE.__SPOTTING_CONFIG=low_CROWN_FIRE_MODEL=0_time_of_arrival_0000001_0347562.tif,6km,PERTURBED,low,0,Value to be filled,0.0,2.3481,13.7187,32.9103,61.7265,105.7653,153.9765,230.877,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.08375144731763798,0.10831361946603582,0.22304354812791258,0.2532923617208077,0.33234664602213215,0.3479462746755992,0.40291995301225036,None
inputs_WIND=ORIGINAL_SPOTTING=.TRUE.__SPOTTING_CONFIG=medium_CROWN_FIRE_MODEL=0_time_of_arrival_0000001_0347457.tif,WIND=ORIGINAL,ORIGINAL,medium,0,Value to be filled,0.0,3.0672,22.6557,77.4639,165.8934,295.5465,462.6774,725.7771,5.983468402187932,83.43002577841172,376.95654396199825,376.95654396199825,522.005014578766,580.0280209627033,805.8996507930124,818.7858413749204,0.0,0.09687379390196835,0.15454246214614878,0.37046137046137045,0.4558817317845829,0.4045761543762922,0.3829554227033626,0.2981077359846962,None
