,ENABLE_SPOTTING,ENABLE_SURFACE_FIRE_SPOTTING,SURFACE_FIRE_SPOTTING_PERCENT,CRITICAL_SPOTTING_FIRELINE_INTENSITY,SPOTTING_TYPE,MEAN_SPOTTING_DIST_MAX,NORMALIZED_SPOTTING_DIST_VARIANCE_MAX,SPOT_WS_EXP_HI,SPOT_FLIN_EXP_HI,NEMBERS_MAX_HI,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MAX,CROWN_FIRE_SPOTTING_PERCENT_MAX,PIGN_MAX,WIND_SPEED,WIND_DIRECTION,CC,CBH,CH,CBD,M1,M10,M100
17,0.09375,0.46875,0.46875,3937.5,1.28125,1937.96875,2.53125,0.859375,0.521875,1.78125,0.184375,0.46562500000000007,65.96875,13.125,-112.5,-0.09375,-4.6875,1.3125,0.056249999999999994,-0.9375,0.4375,0.8125
18,0.09375,0.46875,0.46875,3937.5,1.28125,1937.96875,2.53125,0.859375,0.521875,1.78125,0.184375,0.46562500000000007,65.96875,13.125,-112.5,-0.09375,2.8125,5.6875,0.056249999999999994,-0.9375,0.4375,0.8125
19,0.09375,0.46875,0.46875,3937.5,1.28125,1937.96875,2.53125,0.859375,0.521875,1.78125,0.184375,0.46562500000000007,65.96875,13.125,-112.5,-0.09375,2.8125,1.3125,-0.018750000000000003,-0.9375,0.4375,0.8125
20,0.09375,0.46875,0.46875,3937.5,1.28125,1937.96875,2.53125,0.859375,0.521875,1.78125,0.184375,0.46562500000000007,65.96875,13.125,-112.5,-0.09375,2.8125,1.3125,0.056249999999999994,-0.3125,0.4375,0.8125
21,0.09375,0.46875,0.46875,3937.5,1.28125,1937.96875,2.53125,0.859375,0.521875,1.78125,0.184375,0.46562500000000007,65.96875,13.125,-112.5,-0.09375,2.8125,1.3125,0.056249999999999994,-0.9375,0.9375,0.8125
22,0.09375,0.46875,0.46875,3937.5,1.28125,1937.96875,2.53125,0.859375,0.521875,1.78125,0.184375,0.46562500000000007,65.96875,13.125,-112.5,-0.09375,2.8125,1.3125,0.056249999999999994,-0.9375,0.4375,0.0625
23,0.09375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
24,0.59375,0.46875,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
25,0.59375,0.59375,0.46875,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
26,0.59375,0.59375,0.53125,3937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
27,0.59375,0.59375,0.53125,937.5,1.28125,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
28,0.59375,0.59375,0.53125,937.5,1.15625,1937.96875,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
29,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.53125,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
30,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.859375,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
31,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.521875,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
32,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,1.78125,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
33,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
34,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.46562500000000007,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
35,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,65.96875,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
36,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,13.125,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
37,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-112.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
38,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
39,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,2.8125,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
40,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,1.3125,-0.018750000000000003,-0.3125,0.9375,0.0625
41,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,0.056249999999999994,-0.3125,0.9375,0.0625
42,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.9375,0.9375,0.0625
43,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.4375,0.0625
44,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.8125
45,0.59375,0.59375,0.53125,937.5,1.15625,1689.84375,2.21875,0.40937500000000004,0.46562500000000007,2.71875,0.184375,0.915625,47.40625,19.375,-157.5,-0.09375,-4.6875,5.6875,-0.018750000000000003,-0.3125,0.9375,0.0625
46,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
47,0.09375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
48,0.59375,0.09375,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
49,0.59375,0.96875,0.03125,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
50,0.59375,0.96875,0.96875,3937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
51,0.59375,0.96875,0.96875,937.5,1.65625,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
52,0.59375,0.96875,0.96875,937.5,1.78125,697.34375,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
53,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.71875,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
54,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.859375,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
55,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.915625,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
56,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,5.21875,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
57,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
58,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.46562500000000007,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
59,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,96.90625,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
60,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,9.375,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
61,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,202.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
62,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
63,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,0.3125,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.1875
64,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-1.3125,-0.043750000000000004,0.0625,-0.5625,-0.1875
65,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,0.08125000000000002,0.0625,-0.5625,-0.1875
66,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.6875,-0.5625,-0.1875
67,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.0625,-0.1875
68,0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,3.125,247.5,0.0062500000000000056,-2.1875,-5.6875,-0.043750000000000004,0.0625,-0.5625,-0.9375
69,0.59375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
70,0.09375,0.96875,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
71,0.09375,0.09375,0.96875,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
72,0.09375,0.09375,0.03125,937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
73,0.09375,0.09375,0.03125,3937.5,1.78125,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
74,0.09375,0.09375,0.03125,3937.5,1.65625,945.46875,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
75,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.03125,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
76,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.40937500000000004,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
77,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.971875,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
78,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,4.28125,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
79,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
80,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.915625,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
81,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,16.46875,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
82,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,3.125,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
83,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,247.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
84,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
85,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,-2.1875,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
86,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-5.6875,0.08125000000000002,0.6875,-0.0625,-0.9375
87,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,-0.043750000000000004,0.6875,-0.0625,-0.9375
88,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.0625,-0.0625,-0.9375
89,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.5625,-0.9375
90,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.1875
91,0.09375,0.09375,0.03125,3937.5,1.65625,697.34375,2.71875,0.859375,0.915625,5.21875,0.634375,0.46562500000000007,96.90625,9.375,202.5,0.0062500000000000056,0.3125,-1.3125,0.08125000000000002,0.6875,-0.0625,-0.9375
92,0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,18.125,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
93,0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,18.125,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
94,0.84375,0.84375,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,18.125,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
95,0.84375,0.21875,0.78125,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,18.125,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
96,0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,18.125,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
97,0.84375,0.21875,0.21875,5437.5,1.40625,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,18.125,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
98,0.84375,0.21875,0.21875,5437.5,1.53125,201.09375,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,18.125,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
99,0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.46875,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,18.125,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
100,0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.634375,0.746875,5.53125,0.859375,0.690625,90.71875,18.125,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
101,0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.240625,5.53125,0.859375,0.690625,90.71875,18.125,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
102,0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,1.46875,0.859375,0.690625,90.71875,18.125,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
103,0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.40937500000000004,0.690625,90.71875,18.125,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
104,0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.240625,90.71875,18.125,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
105,0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,72.15625,18.125,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
106,0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,4.375,67.5,-0.043750000000000004,-4.6875,4.8125,-0.09375,-0.4375,0.9375,-0.6875
