CROWN_FIRE_SPOTTING_PERCENT_MIN,CROWN_FIRE_SPOTTING_PERCENT_MAX,ENABLE_SURFACE_FIRE_SPOTTING,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MIN,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MAX,CRITICAL_SPOTTING_FIRELINE_INTENSITY,SPOTTING_DISTRIBUTION_TYPE,MEAN_SPOTTING_DIST_MIN,MEAN_SPOTTING_DIST_MAX,NORMALIZED_SPOTTING_DIST_VARIANCE_MIN,NORMALIZED_SPOTTING_DIST_VARIANCE_MAX,SPOT_WS_EXP_LO,SPOT_WS_EXP_HI,SPOT_FLIN_EXP_LO,SPOT_FLIN_EXP_HI,NEMBERS_MIN,NEMBERS_MAX_LO,NEMBERS_MAX_HI,PIGN_MIN,PIGN_MAX,CROWN_FIRE_MODEL,INPUT_DIR,WIND_SPEED,WIND_DIRECTION,CC,CBH,CBD,CH,M1,M10,M100,Run Number
0.1,0.8,.TRUE.,0.1,0.8,1148.0,'LOGNORMAL',1.0,1356.0,1.0,3.0,0.1,0.3,0.1,0.2,1,1,5,0.0,82.0,2,inputs,0.6,188.4,0.01,-1.45,-5.85,0.06,0.07,-0.09,0.08,21
0.1,0.8,.TRUE.,0.1,0.8,1148.0,'LOGNORMAL',1.0,1356.0,1.0,3.0,0.1,0.3,0.1,0.2,1,1,5,0.0,82.0,2,inputs,0.6,188.4,0.01,-1.45,-5.85,0.01,0.06,-0.09,0.08,22
0.1,0.8,.TRUE.,0.1,0.8,1148.0,'LOGNORMAL',1.0,1356.0,1.0,3.0,0.1,0.3,0.1,0.2,1,1,5,0.0,82.0,2,inputs,0.6,188.4,0.01,-1.45,-5.85,0.01,0.07,0.03,0.08,23
0.1,0.8,.TRUE.,0.1,0.8,1148.0,'LOGNORMAL',1.0,1356.0,1.0,3.0,0.1,0.3,0.1,0.2,1,1,5,0.0,82.0,2,inputs,0.6,188.4,0.01,-1.45,-5.85,0.01,0.07,-0.09,-0.09,24
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,25
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,26
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,27
0.1,0.5,.TRUE.,0.1,0.7,1148.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,28
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,29
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1356.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,30
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,3.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,31
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,0.3,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,32
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.2,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,33
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,5,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,34
0.1,0.5,.TRUE.,0.1,0.8,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,35
0.1,0.8,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,36
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,82.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,37
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,38
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,0.6,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,39
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,188.4,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,40
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,0.01,0.27,0.06,0.82,0.06,0.03,-0.09,41
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,-1.45,0.06,0.82,0.06,0.03,-0.09,42
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,-5.85,0.06,0.06,0.03,-0.09,43
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.01,0.82,0.06,0.03,-0.09,44
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.07,0.03,-0.09,45
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,-0.09,-0.09,46
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,0.08,47
0.1,0.5,.TRUE.,0.1,0.7,539.0,'LOGNORMAL',1.0,1015.0,1.0,2.0,0.1,1.0,0.1,0.1,1,1,3,0.0,74.0,2,inputs,11.8,-272.8,-0.02,0.27,0.06,0.82,0.06,0.03,-0.09,48
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,49
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,50
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,51
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,52
0.1,0.3,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,53
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,54
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,23.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,55
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,3.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,56
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.5,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,57
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,58
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,6,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,59
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,60
0.1,1.0,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,61
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,25.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,62
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,63
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,1.8,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,64
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,87.2,-0.09,3.55,-0.09,1.15,-0.03,0.01,-0.02,65
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,0.08,3.55,-0.09,1.15,-0.03,0.01,-0.02,66
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,-4.73,-0.09,1.15,-0.03,0.01,-0.02,67
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-6.18,-0.09,-0.03,0.01,-0.02,68
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.04,1.15,-0.03,0.01,-0.02,69
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.04,0.01,-0.02,70
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,-0.07,-0.02,71
0.1,0.3,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,364.0,1.0,2.0,0.1,0.8,0.1,0.6,1,1,3,0.0,32.0,2,inputs,10.6,-171.6,-0.09,3.55,-0.09,1.15,-0.03,0.01,0.01,72
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,73
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,74
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,75
0.1,1.0,.TRUE.,0.1,0.3,4148.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,76
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,77
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,364.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,78
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,2.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,79
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.8,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,80
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,81
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,3,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,82
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,83
0.1,0.3,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,84
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,32.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,85
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,86
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,10.6,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,87
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,-171.6,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,88
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,-0.09,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,89
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,3.55,-6.18,-0.04,-0.04,-0.07,0.01,90
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-0.04,1.15,-0.04,-0.07,0.01,91
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.09,-0.04,-0.07,0.01,92
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.03,-0.07,0.01,93
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,0.01,0.01,94
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,-0.02,95
0.1,1.0,.TRUE.,0.1,0.3,3539.0,'LOGNORMAL',1.0,23.0,1.0,3.0,0.1,0.5,0.1,0.6,1,1,6,0.0,25.0,2,inputs,1.8,87.2,0.08,-4.73,-6.18,-0.04,-0.04,-0.07,0.01,96
0.1,0.5,.TRUE.,0.1,0.5,2648.0,'LOGNORMAL',1.0,860.0,1.0,3.0,0.1,1.0,0.1,0.9,1,1,1,0.0,57.0,2,inputs,15.6,8.4,-0.04,-3.95,0.06,4.65,0.02,0.06,0.03,97
0.1,0.5,.TRUE.,0.1,0.5,2648.0,'LOGNORMAL',1.0,860.0,1.0,3.0,0.1,1.0,0.1,0.9,1,1,1,0.0,57.0,2,inputs,15.6,8.4,-0.04,-3.95,0.06,4.65,0.02,0.06,0.03,98
