ENABLE_SPOTTING,ENABLE_SURFACE_FIRE_SPOTTING,SURFACE_FIRE_SPOTTING_PERCENT,CRITICAL_SPOTTING_FIRELINE_INTENSITY,SPOTTING_TYPE,MEAN_SPOTTING_DIST_MAX,NORMALIZED_SPOTTING_DIST_VARIANCE_MAX,SPOT_WS_EXP_HI,SPOT_FLIN_EXP_HI,NEMBERS_MAX_HI,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MAX,CROWN_FIRE_SPOTTING_PERCENT_MAX,PIGN_MAX,CROWN_FIRE_MODEL,WIND_SPEED,WIND_DIRECTION,CC,CBH,CH,CBD,M1,M10,M100
0.09375,0.46875,0.46875,3937.5,1.28125,1937.96875,2.53125,0.859375,0.521875,1.78125,0.184375,0.46562500000000007,65.96875,0.65625,6.875,-337.5,0.08125000000000002,0.9375,3.9375,-0.09375,0.4375,0.8125,0.1875
0.09375,0.46875,0.46875,3937.5,1.28125,1937.96875,2.53125,0.859375,0.521875,1.78125,0.184375,0.46562500000000007,65.96875,0.65625,6.875,-337.5,0.056249999999999994,-0.9375,3.9375,-0.09375,0.4375,0.8125,0.1875
0.09375,0.46875,0.46875,3937.5,1.28125,1937.96875,2.53125,0.859375,0.521875,1.78125,0.184375,0.46562500000000007,65.96875,0.65625,6.875,-337.5,0.056249999999999994,0.9375,-2.1875,-0.09375,0.4375,0.8125,0.1875
0.09375,0.46875,0.46875,3937.5,1.28125,1937.96875,2.53125,0.859375,0.521875,1.78125,0.184375,0.46562500000000007,65.96875,0.65625,6.875,-337.5,0.056249999999999994,0.9375,3.9375,0.09375,0.4375,0.8125,0.1875
0.09375,0.46875,0.46875,3937.5,1.28125,1937.96875,2.53125,0.859375,0.521875,1.78125,0.184375,0.46562500000000007,65.96875,0.65625,6.875,-337.5,0.056249999999999994,0.9375,3.9375,-0.09375,0.0625,0.8125,0.1875
0.09375,0.46875,0.46875,3937.5,1.28125,1937.96875,2.53125,0.859375,0.521875,1.78125,0.184375,0.46562500000000007,65.96875,0.65625,6.875,-337.5,0.056249999999999994,0.9375,3.9375,-0.09375,0.4375,-0.9375,0.1875
0.09375,0.46875,0.46875,3937.5,1.28125,1937.96875,2.53125,0.859375,0.521875,1.78125,0.184375,0.46562500000000007,65.96875,0.65625,6.875,-337.5,0.056249999999999994,0.9375,3.9375,-0.09375,0.4375,0.8125,0.4375
0.09375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.46875,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.46875,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,3937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.28125,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,1937.96875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.53125,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.859375,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.521875,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.78125,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.184375,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.46562500000000007,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,65.96875,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.65625,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,6.875,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.056249999999999994,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,3.9375,0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,-0.09375,0.0625,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.4375,-0.9375,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,0.8125,0.4375
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.1875
0.59375,0.53125,0.15625,937.5,1.84375,449.21875,2.34375,0.46562500000000007,0.40937500000000004,1.46875,0.915625,0.521875,96.90625,0.28125,0.625,-337.5,0.08125000000000002,-0.9375,-2.1875,0.09375,0.0625,-0.9375,0.4375
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.09375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.03125,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.65625,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,3937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.34375,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,1441.71875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.84375,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.915625,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.859375,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,3.96875,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.46562500000000007,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.971875,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,47.40625,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.78125,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,10.625,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.018750000000000003,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,4.8125,0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,-0.0062500000000000056,-0.5625,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.9375,-0.1875,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,0.0625,-0.8125
0.59375,0.96875,0.96875,937.5,1.78125,945.46875,2.03125,0.40937500000000004,0.971875,4.28125,0.634375,0.915625,16.46875,0.15625,16.875,22.5,-0.043750000000000004,-4.0625,-3.0625,0.0062500000000000056,-0.5625,-0.1875,-0.5625
0.59375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.96875,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.96875,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.78125,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,945.46875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.03125,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.40937500000000004,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.971875,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,4.28125,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.634375,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.915625,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,16.46875,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.15625,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,16.875,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.043750000000000004,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,-4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,-3.0625,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,0.0062500000000000056,-0.9375,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.5625,0.0625,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,-0.1875,-0.5625
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.8125
0.09375,0.03125,0.65625,3937.5,1.34375,1441.71875,2.84375,0.915625,0.859375,3.96875,0.46562500000000007,0.971875,47.40625,0.78125,10.625,22.5,-0.018750000000000003,4.0625,4.8125,-0.0062500000000000056,-0.9375,0.0625,-0.5625
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.78125,0.21875,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.90625,5437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,2437.5,1.53125,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.09375,449.21875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,945.46875,2.78125,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
0.84375,0.21875,0.21875,5437.5,1.53125,449.21875,2.59375,0.184375,0.746875,5.53125,0.859375,0.690625,90.71875,0.90625,11.875,-157.5,-0.09375,3.4375,-6.5625,-0.043750000000000004,0.9375,-0.6875,0.6875
