CROWN_FIRE_SPOTTING_PERCENT_MIN,CROWN_FIRE_SPOTTING_PERCENT_MAX,ENABLE_SURFACE_FIRE_SPOTTING,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MIN,GLOBAL_SURFACE_FIRE_SPOTTING_PERCENT_MAX,CRITICAL_SPOTTING_FIRELINE_INTENSITY,SPOTTING_DISTRIBUTION_TYPE,MEAN_SPOTTING_DIST_MIN,MEAN_SPOTTING_DIST_MAX,NORMALIZED_SPOTTING_DIST_VARIANCE_MIN,NORMALIZED_SPOTTING_DIST_VARIANCE_MAX,SPOT_WS_EXP_LO,SPOT_WS_EXP_HI,SPOT_FLIN_EXP_LO,SPOT_FLIN_EXP_HI,NEMBERS_MIN,NEMBERS_MAX_LO,NEMBERS_MAX_HI,PIGN_MIN,PIGN_MAX,CROWN_FIRE_MODEL,INPUT_DIR,WIND_SPEED,WIND_DIRECTION,CC,CBH,CBD,CH,M1,M10,M100,Run Number
0.1,0.5,.TRUE.,0.1,0.9,3938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.04,28
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.04,29
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,1938.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.04,30
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,3.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.04,31
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.9,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.04,32
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.5,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.04,33
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,2,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.04,34
0.1,0.5,.TRUE.,0.1,0.2,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.04,35
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.04,36
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,66.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.04,37
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,2,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.04,38
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,6.9,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.04,39
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.04,40
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.06,-0.94,-2.19,0.09,0.01,-0.09,0.04,41
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,0.94,-2.19,0.09,0.01,-0.09,0.04,42
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,0.09,3.94,0.01,-0.09,0.04,43
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,-0.09,0.01,-0.09,0.04,44
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.04,-0.09,0.04,45
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,0.08,0.04,46
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.02,47
0.1,0.5,.TRUE.,0.1,0.9,938.0,'LOGNORMAL',1.0,449.0,1.0,2.0,0.1,0.5,0.1,0.4,1,1,1,0.0,97.0,0,inputs,0.6,-337.5,0.08,-0.94,-2.19,0.09,0.01,-0.09,0.04,48
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,49
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,50
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,51
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,52
0.1,0.9,.TRUE.,0.1,0.6,3938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,53
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,54
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,1442.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,55
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,3.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,56
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.9,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,57
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,0.9,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,58
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,59
0.1,0.9,.TRUE.,0.1,0.5,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,60
0.1,1.0,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,61
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,47.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,62
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,2,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,63
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,10.6,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,64
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,65
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.02,-4.06,-3.06,0.01,-0.06,-0.02,-0.08,66
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,4.06,-3.06,0.01,-0.06,-0.02,-0.08,67
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,0.01,4.81,-0.06,-0.02,-0.08,68
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,-0.01,-0.06,-0.02,-0.08,69
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.09,-0.02,-0.08,70
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,0.01,-0.08,71
0.1,0.9,.TRUE.,0.1,0.6,938.0,'LOGNORMAL',1.0,945.0,1.0,2.0,0.1,0.4,0.1,1.0,1,1,4,0.0,16.0,0,inputs,16.9,22.5,-0.04,-4.06,-3.06,0.01,-0.06,-0.02,-0.06,72
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,73
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,74
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,75
0.1,1.0,.TRUE.,0.1,0.5,938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,76
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,77
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,945.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,78
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,2.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,79
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.4,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,80
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,1.0,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,81
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,82
0.1,1.0,.TRUE.,0.1,0.6,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,83
0.1,0.9,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,84
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,16.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,85
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,0,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,86
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,16.9,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,87
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,88
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.04,4.06,-0.01,4.81,-0.09,0.01,-0.06,89
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,-4.06,-0.01,4.81,-0.09,0.01,-0.06,90
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-3.06,-0.01,-0.09,0.01,-0.06,91
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,0.01,4.81,-0.09,0.01,-0.06,92
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.06,0.01,-0.06,93
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,-0.02,-0.06,94
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.08,95
0.1,1.0,.TRUE.,0.1,0.5,3938.0,'LOGNORMAL',1.0,1442.0,1.0,3.0,0.1,0.9,0.1,0.9,1,1,4,0.0,47.0,2,inputs,10.6,22.5,-0.02,4.06,-0.01,4.81,-0.09,0.01,-0.06,96
0.1,0.7,.TRUE.,0.1,0.9,5438.0,'LOGNORMAL',1.0,449.0,1.0,3.0,0.1,0.2,0.1,0.8,1,1,6,0.0,91.0,2,inputs,11.9,-157.5,-0.09,3.44,-6.56,-0.04,0.09,-0.07,0.07,97
0.1,0.7,.TRUE.,0.1,0.9,5438.0,'LOGNORMAL',1.0,449.0,1.0,3.0,0.1,0.2,0.1,0.8,1,1,6,0.0,91.0,2,inputs,11.9,-157.5,-0.09,3.44,-6.56,-0.04,0.09,-0.07,0.07,98
